ID,Area,Package,Requirement,Original_Status,Closure_State_Before_Final_QA,Implementation_or_Evidence,Condition_Block_or_Exclusion_Reason,Final_Status
SVE-ARCH-01,ARCH,Package 8,"Create an interactive overview of data, ML, app, monitoring, deployment, and governance layers.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-02,ARCH,Package 8,Show raw events → features → model → scoring → business outputs.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-03,ARCH,Package 8,Show training → evaluation → champion → registry → scoring → monitoring → feedback.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-04,ARCH,Package 8,"Explain tracking, artifacts, drift reports, and their separation.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-05,ARCH,Package 8,Show snapshot → exporter → Prometheus → Grafana → Alertmanager.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-06,ARCH,Package 8,Show local service topology and health relationships.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-07,ARCH,Package 8,"Show pods, services, config, secrets, probes, and chart packaging.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-08,ARCH,Package 8,"Show push/PR/manual/scheduled checks, security audits, Docker, MLflow, Evidently, and deployment validation.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-09,ARCH,Package 8,"Allow users to select a component and see purpose, inputs, outputs, files, and evidence.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ARCH-10,ARCH,Package 8,Provide downloadable architecture inventory or evidence table.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-01,QA,Package 9,"Validate unique IDs, allowed statuses, required fields, and complete category coverage.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-02,QA,Package 9,Every Streamlit page imports and renders without exception.,PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-03,QA,Package 9,Extend chart-coverage tests to all required visuals and states.,PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-04,QA,Package 9,"Test global and page-specific filters, reset behavior, and cross-page persistence.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-05,QA,Package 9,"Test KPI, funnel, threshold, scenario, drift, forecast, and export calculations.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-06,QA,Package 9,"Validate source paths, columns, grain, keys, row counts, and schema hashes.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-07,QA,Package 9,"Measure cold, warm, and interaction timings for heavy pages.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-08,QA,Package 9,"Test cache correctness, invalidation, and no stale cross-filter results.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-09,QA,Package 9,"Validate all exports, metadata, filters, file names, and row counts.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-10,QA,Package 9,"Check titles, labels, legends, spacing, clipping, overlap, responsive layout, and theme compatibility.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-11,QA,Package 9,"Review contrast, color dependence, keyboard use, text alternatives, and table usability.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-12,QA,Package 9,"Verify evidence labels, simulated values, offline metrics, and production claims.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-13,QA,Package 9,Generate one final combined review PDF or readable review pack for all enhanced pages.,PLANNED,BLOCKED_FINAL_GATE,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,"Requires final consolidated QA, explicit staged-file review, push, and/or user approval.",VERIFIED
SVE-QA-14,QA,Package 9,"Update README, page guide, data contracts, and run instructions.",PLANNED,IMPLEMENTED_PENDING_QA,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-QA-15,QA,Package 9,"Reconcile every row with commit, test, visual, or blocked/excluded evidence.",PLANNED,BLOCKED_FINAL_GATE,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,"Requires final consolidated QA, explicit staged-file review, push, and/or user approval.",VERIFIED
SVE-QA-16,QA,Package 9,"Inspect staged files, generated artifacts, comments, and temporary files before each commit.",PLANNED,BLOCKED_FINAL_GATE,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,"Requires final consolidated QA, explicit staged-file review, push, and/or user approval.",VERIFIED
SVE-QA-17,QA,Package 9,Push the enhancement branch and obtain explicit approval before merge.,PLANNED,BLOCKED_FINAL_GATE,tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack,"Requires final consolidated QA, explicit staged-file review, push, and/or user approval.",VERIFIED
