inventory_id,matrix_ids,page,source_file,source_line,component_type,component_name,source_anchor,data_source,grain,join_or_key,required_columns,fallback_or_empty_state,decision,decision_reason,target_package,evidence_state
P03-0080,SVE-AUD-05;SVE-AUD-13,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,774,CONTROL,Select KPI for detailed forecast view,"selected_target = st.selectbox(
        ""Select KPI for detailed forecast view"",
        options=available_targets,
        format_func=lambda target: TARGET_LABELS.get(target, target),
    )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0081,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,790,CHART,history_chart,"st.plotly_chart(history_chart, use_container_width=True)","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current forecast evidence and add intervals, residuals or scenario context in Package 7.",Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0082,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,806,CHART,model_error_chart,"st.plotly_chart(model_error_chart, use_container_width=True)","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0083,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,821,CHART,backtest_chart,"st.plotly_chart(backtest_chart, use_container_width=True)","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current forecast evidence and add intervals, residuals or scenario context in Package 7.",Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0084,SVE-AUD-05;SVE-AUD-13,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,838,DISCLOSURE,Future forecast table,"with st.expander(""Future forecast table"", expanded=True):","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0085,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,840,TABLE,best_future,"st.dataframe(
            best_future,
            use_container_width=True,
            hide_index=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0086,SVE-AUD-05;SVE-AUD-13,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,846,EXPORT,Download best-model future forecast CSV,"st.download_button(
            label=""Download best-model future forecast CSV"",
            data=best_future.to_csv(index=False),
            file_name=""business_forecast_future_best_models.csv"",
            mime=""text/csv"",
            use_container_width=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current forecast evidence and add intervals, residuals or scenario context in Package 7.",Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0087,SVE-AUD-05;SVE-AUD-13,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,856,DISCLOSURE,Forecast model comparison table,"with st.expander(""Forecast model comparison table""):","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0088,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,858,TABLE,comparison,"st.dataframe(
            comparison,
            use_container_width=True,
            hide_index=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0089,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,866,DISCLOSURE,Historical KPI table,"with st.expander(""Historical KPI table""):","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0090,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,868,TABLE,daily_kpis,"st.dataframe(
            daily_kpis,
            use_container_width=True,
            hide_index=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0091,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,876,DISCLOSURE,History with predictions table,"with st.expander(""History with predictions table""):","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0092,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,878,TABLE,history,"st.dataframe(
            history,
            use_container_width=True,
            hide_index=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0093,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,768,CHART,rule_chart,"st.plotly_chart(rule_chart, use_container_width=True)","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0094,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,781,CHART,segment_chart,"st.plotly_chart(segment_chart, use_container_width=True)","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0095,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,796,CHART,risk_scatter,"st.plotly_chart(risk_scatter, use_container_width=True)","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current investigation evidence and add governed selected-case and review-state context in Package 7.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0096,SVE-AUD-06;SVE-AUD-14,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,809,CHART,top_anomaly_chart,"st.plotly_chart(top_anomaly_chart, use_container_width=True)","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0097,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,847,CONTROL,Filter by risk band,"selected_risk_bands = st.multiselect(
                ""Filter by risk band"",
                options=risk_band_options,
                default=risk_band_options,
            )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current investigation evidence and add governed selected-case and review-state context in Package 7.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0098,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,871,CONTROL,Filter by purchase-intent segment,"selected_segments = st.multiselect(
                ""Filter by purchase-intent segment"",
                options=segment_options,
                default=segment_options,
            )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current investigation evidence and add governed selected-case and review-state context in Package 7.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0099,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,910,TABLE,filtered_anomalies[available_columns],"st.dataframe(
        filtered_anomalies[available_columns],
        use_container_width=True,
        hide_index=True,
    )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current investigation evidence and add governed selected-case and review-state context in Package 7.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0100,SVE-AUD-06;SVE-AUD-14,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,916,EXPORT,Download filtered anomaly review list,"st.download_button(
        label=""Download filtered anomaly review list"",
        data=filtered_anomalies.to_csv(index=False),
        file_name=""filtered_anomaly_review_list.csv"",
        mime=""text/csv"",
        use_container_width=True,
    )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current investigation evidence and add governed selected-case and review-state context in Package 7.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0101,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,939,TAB_SET,tab_labels,"tab_1, tab_2, tab_3, tab_4, tab_5 = st.tabs(tab_labels)","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0102,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,942,TABLE,summary,"st.dataframe(
        summary,
        use_container_width=True,
        hide_index=True,
    )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0103,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,954,TABLE,readable_rules,"st.dataframe(
            readable_rules,
            use_container_width=True,
            hide_index=True,
        )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0104,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,966,TABLE,readable_segments,"st.dataframe(
            readable_segments,
            use_container_width=True,
            hide_index=True,
        )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0105,SVE-AUD-06,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,973,TABLE,top_anomalies,"st.dataframe(
        top_anomalies,
        use_container_width=True,
        hide_index=True,
    )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0106,SVE-AUD-06;SVE-AUD-14,Anomaly and Outlier,app/pages/5_Anomaly_Outlier.py,983,TABLE,mvd_outlier_comparison,"st.dataframe(
            mvd_outlier_comparison,
            use_container_width=True,
            hide_index=True,
        )","anomaly summary, rule, segment, visitor and method-comparison tables","one metric, rule, segment, visitor or method row",visitorid or source-specific category key,risk score/band; anomaly flag; rule flags; intent segment; summary counts,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0107,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,840,CHART,bucket_chart,"st.plotly_chart(bucket_chart, use_container_width=True)","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep the current snapshot and add comparable historical evidence only when governed history exists.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0108,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,858,CHART,volume_chart,"st.plotly_chart(volume_chart, use_container_width=True)","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0109,SVE-AUD-07;SVE-AUD-13,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,871,CHART,forecast_chart,"st.plotly_chart(forecast_chart, use_container_width=True)","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0110,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,925,TABLE,checklist,"st.dataframe(
    checklist,
    use_container_width=True,
    hide_index=True,
)","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0111,SVE-AUD-07;SVE-AUD-13;SVE-AUD-14,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,938,TAB_SET,"['Live scores', 'Baseline scores', 'Batch logs', 'Anomaly summary', 'Forecast output']","tab_1, tab_2, tab_3, tab_4, tab_5 = st.tabs(
    [
        ""Live scores"",
        ""Baseline scores"",
        ""Batch logs"",
        ""Anomaly summary"",
        ""Forecast output"",
    ]
)","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0112,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,952,TABLE,live_scores,"st.dataframe(
            live_scores,
            use_container_width=True,
            hide_index=True,
        )","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0113,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,962,TABLE,baseline_scores.head(1000),"st.dataframe(
            baseline_scores.head(1000),
            use_container_width=True,
            hide_index=True,
        )","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0114,SVE-AUD-07,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,972,TABLE,batch_log,"st.dataframe(
            batch_log,
            use_container_width=True,
            hide_index=True,
        )","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0115,SVE-AUD-07;SVE-AUD-14,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,982,TABLE,anomaly_summary,"st.dataframe(
            anomaly_summary,
            use_container_width=True,
            hide_index=True,
        )","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0116,SVE-AUD-07;SVE-AUD-13,"Monitoring, Drift and Health",app/pages/6_Monitoring_Drift_Health.py,992,TABLE,forecast_future,"st.dataframe(
            forecast_future,
            use_container_width=True,
            hide_index=True,
        )","prediction logs, cached scores, anomaly/forecast outputs and artifact checks","one log event, score row, date bucket or artifact status",timestamp/visitorid/artifact path,scores; timestamps; source; counts; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0117,SVE-AUD-08,MLOps Architecture,app/pages/7_MLOps_Architecture.py,570,CHART,chart,"st.plotly_chart(chart, use_container_width=True)","repository path checks, output tables and static architecture explanation","one architecture component, area or supporting output",path or architecture area,component label; path; implemented/planned status; row count,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,Keep current implementation evidence and add interactive layers without treating illustrative structure as live operational quantity.,Package 8,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0118,SVE-AUD-08,MLOps Architecture,app/pages/7_MLOps_Architecture.py,629,TAB_SET,"['Implemented product files', 'MLOps target files', 'Supporting outputs']","tab_1, tab_2, tab_3 = st.tabs(
    [
        ""Implemented product files"",
        ""MLOps target files"",
        ""Supporting outputs"",
    ]
)","repository path checks, output tables and static architecture explanation","one architecture component, area or supporting output",path or architecture area,component label; path; implemented/planned status; row count,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 8,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0119,SVE-AUD-08,MLOps Architecture,app/pages/7_MLOps_Architecture.py,638,TABLE,project_status,"st.dataframe(
        project_status,
        use_container_width=True,
        hide_index=True,
    )","repository path checks, output tables and static architecture explanation","one architecture component, area or supporting output",path or architecture area,component label; path; implemented/planned status; row count,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 8,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0120,SVE-AUD-08,MLOps Architecture,app/pages/7_MLOps_Architecture.py,645,TABLE,mlops_status,"st.dataframe(
        mlops_status,
        use_container_width=True,
        hide_index=True,
    )","repository path checks, output tables and static architecture explanation","one architecture component, area or supporting output",path or architecture area,component label; path; implemented/planned status; row count,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 8,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0121,SVE-AUD-08,MLOps Architecture,app/pages/7_MLOps_Architecture.py,675,TABLE,pd.DataFrame(output_rows),"st.dataframe(
        pd.DataFrame(output_rows),
        use_container_width=True,
        hide_index=True,
    )","repository path checks, output tables and static architecture explanation","one architecture component, area or supporting output",path or architecture area,component label; path; implemented/planned status; row count,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 8,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0122,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-11,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,614,PAGE_HEADER,Machine Learning Validation & Evidence,"render_page_header(
    eyebrow=""Machine learning assurance"",
    title=""Machine Learning Validation & Evidence"",
    subtitle=(
        ""See exactly how the active model compares, how behaviour is reduced ""
        ""and clustered, and which visitors look locally unusual.""
    ),
    badges=[
        (f""Champion: {champion_name}"", ""positive""),
        (f""Active threshold: {active_threshold:.2f}"", ""info""),
        (""Offline analytical evidence"", ""warning""),
    ],
)","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0123,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,628,KPI_GRID,"[('Selected champion', champion_name, 'Active deployable model from the controlling comparison table.'), ('Comparison PR-AUC / F1', f'{pr_auc:.3f} / {f1_score:.3f}', f'{metric_basi","render_kpi_grid(
    [
        (
            ""Selected champion"",
            champion_name,
            ""Active deployable model from the controlling comparison table."",
        ),
        (
            ""Comparison PR-AUC / F1"",
            f""{pr_auc:.3f} / {f1_score:.3f}"",
            f""{metric_basis}; source: {Path(metric_source).name}."",
        ),
        (
            ""First 3 PCA components"",
            format_percent(first_three_variance),
            ""Behaviour variation retained in the same-sample 3D projection."",
        ),
        (
            ""Visual evidence sample"",
            f""{sample_rows:,}"",
            ""Deterministic visitors used across PCA, clustering, and LOF."",
        ),
    ]
)","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0124,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,660,TAB_SET,"['Overview', 'PCA Intelligence', 'K-Means', 'DBSCAN', 'LOF', 'Evidence Library']",") = st.tabs(
    [
        ""Overview"",
        ""PCA Intelligence"",
        ""K-Means"",
        ""DBSCAN"",
        ""LOF"",
        ""Evidence Library"",
    ]
)","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0125,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,677,SECTION_HEADER,Model assurance,"render_section_header(
        ""Model assurance"",
        ""How the deployable champion compares"",
        (
            ""The chart separates the active champion, deployable alternatives, ""
            ""experimental candidates, and legacy evidence.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0126,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,757,SECTION_HEADER,Validation coverage,"render_section_header(
        ""Validation coverage"",
        ""What the project has demonstrated"",
        (
            ""Coverage is an audit trail. It is not a substitute for calculation, ""
            ""visual, or production-quality evidence.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
